County,Geo_id,Census_pop,N_tweets
Maury County,47119,80956,259
Otter Tail County,27111,57303,157
Pennington County,27113,13930,53
Pine County,27115,29750,68
Pipestone County,27117,9596,20
Polk County,27119,31600,104
Bulloch County,13031,70217,682
Pontotoc County,28115,29957,81
Prentiss County,28117,25276,66
Guernsey County,39059,40087,148
Perry County,28111,12250,11
Pike County,28113,40404,62
Adams County,19003,4029,5
Gallia County,39053,30934,70
Adair County,19001,7682,33
Fulton County,39051,42698,118
Quitman County,28119,8223,13
Greene County,39057,161573,771
Allamakee County,19005,14330,24
Geauga County,39055,93389,246
Ketchikan Gateway Borough,02130,13477,10
Madison County,12079,19224,38
Liberty County,12077,8365,8
Levy County,12075,40801,82
Leon County,12073,275487,2448
Lee County,12071,618754,1939
Spotsylvania County,51177,122397,373
Missaukee County,26113,14849,36
Southampton County,51175,18570,29
Smyth County,51173,32208,44
Shenandoah County,51171,41993,112
Midland County,26111,83629,228
Stafford County,51179,128961,352
Salem city,51775,24802,103
Montour County,42093,18267,54
Roanoke city,51770,97032,386
Montcalm County,26117,63342,101
Lincoln County,46083,44828,153
Lawrence County,46081,24097,93
McCook County,46087,5618,10
Garfield County,49017,5172,18
Lyman County,46085,3755,21
Wayne County,49055,2778,11
Ness County,20135,3107,6
Weber County,49057,231236,481
Wasatch County,49051,23530,69
Washington County,49053,138115,414
Garrard County,21079,16912,19
Butler County,19023,14867,18
Fulton County,21075,6813,17
Gallatin County,21077,8589,27
Floyd County,21071,39451,112
Montmorency County,26119,9765,23
Franklin County,21073,49285,233
Leelanau County,26089,21708,458
Lake County,26085,11539,25
Lapeer County,26087,88319,191
Kent County,26081,602622,2955
Keweenaw County,26083,2156,9
Franklin County,50011,47746,101
Todd County,21219,12460,13
Marion County,05089,16653,22
Pike County,17149,16430,28
Shelby County,21211,42074,118
Perry County,17145,22350,39
Simpson County,21213,17327,48
Piatt County,17147,16729,45
Spencer County,21215,17061,23
Ogle County,17141,53497,111
Taylor County,21217,24512,110
Lonoke County,05085,68356,97
Owsley County,21189,4755,4
Wheeler County,13309,7421,13
Nicholas County,21181,7135,12
Webster County,13307,2799,6
Ohio County,21183,23842,38
Wayne County,13305,30099,30
Oldham County,21185,60316,184
Washington County,13303,21187,37
Owen County,21187,10841,17
Warren County,13301,5834,20
Orange County,12095,1145956,13292
Kendall County,17093,114736,326
Osceola County,12097,268685,1656
Kankakee County,17091,113449,382
Okaloosa County,12091,180822,676
Lake County,17097,703462,2590
Okeechobee County,12093,39996,71
Knox County,17095,52919,112
LaSalle County,17099,113924,282
Palm Beach County,12099,1320134,4444
Webb County,48479,250304,907
Walker County,48471,67861,418
Waller County,48473,43205,332
Ward County,48475,10658,25
Washington County,48477,33718,141
Williams County,39171,37642,100
Logan County,20109,2756,8
Cavalier County,38019,3993,7
Lincoln County,20105,3241,9
Leavenworth County,20103,76227,222
Lane County,20101,1750,4
Page County,19145,15932,24
Wyandot County,39175,22615,40
Osceola County,19143,6462,11
Kleberg County,48273,32061,194
Quitman County,13239,2513,3
Lamar County,48277,49793,119
Knox County,48275,3719,4
Polk County,13233,41475,89
Pike County,13231,17869,36
Putnam County,13237,21218,64
Pulaski County,13235,12010,19
Sherman County,41055,1765,4
Tillamook County,41057,25250,87
Washington County,44009,126979,801
Lawrence County,01079,34339,103
Polk County,41053,75403,181
Harper County,40059,3685,14
Newport County,44005,82888,568
Harmon County,40057,2922,4
Providence County,44007,626667,3552
Yuma County,08125,10043,10
Bristol County,44001,49875,210
Weld County,08123,252825,598
Kent County,44003,166158,835
Grady County,40051,52431,130
Bandera County,48019,20485,27
Jefferson County,29099,218733,409
Jasper County,29097,117404,330
Atascosa County,48013,44911,115
Jackson County,29095,674158,3919
Armstrong County,48011,1901,4
Iron County,29093,10630,11
Bailey County,48017,7165,6
Howell County,29091,40400,58
Austin County,48015,28417,79
Anne Arundel County,24003,537656,2768
Allegany County,24001,75087,249
Decatur County,20039,2961,3
Baltimore County,24005,805029,3225
Jefferson County,01073,658466,3532
Calvert County,24009,88737,237
Coffey County,20031,8601,19
Crawford County,20037,39134,157
Cowley County,20035,36311,118
Haywood County,37087,59036,148
Glynn County,13127,79626,359
Harnett County,37085,114678,333
Pittsburg County,40121,45837,92
Halifax County,37083,54691,101
Gilmer County,13123,28292,143
Guilford County,37081,488406,2403
Pottawatomie County,40125,69442,231
Roger Mills County,40129,3647,5
Henderson County,37089,106740,277
Gordon County,13129,55186,112
Brooke County,54009,24069,81
Boone County,54005,24629,40
Braxton County,54007,14523,32
Barbour County,54001,16589,38
Berkeley County,54003,104169,277
Wise County,48497,59127,154
Winkler County,48495,7110,7
Wilson County,48493,42918,103
Williamson County,48491,422679,1722
Billings County,38007,783,4
Benson County,38005,6660,17
Barnes County,38003,11066,54
Wood County,48499,41964,72
Day County,46037,5710,14
Greene County,01063,9045,23
Gallatin County,30031,89513,278
Glacier County,30035,13399,16
Granite County,30039,3079,6
Delaware County,18035,117671,795
Dubois County,18037,41889,81
Decatur County,18031,25740,61
DeKalb County,18033,42223,112
Elkhart County,18039,197559,517
Gentry County,29075,6738,10
Rock County,31149,1526,3
Greene County,29077,275174,1200
Franklin County,29071,101492,170
Gasconade County,29073,15222,23
Leake County,28079,23805,21
Lawrence County,28077,12929,18
Lauderdale County,28075,80261,256
Grundy County,29079,10261,17
Lamar County,28073,55658,221
York County,23031,197131,723
Lafayette County,28071,47351,1269
Grainger County,47057,22657,35
Giles County,47055,29485,86
Gibson County,47053,49683,107
Franklin County,47051,41052,94
Greene County,47059,68831,153
Grant County,27051,6018,13
Hennepin County,27053,1152425,8438
Houston County,27055,19027,37
Hubbard County,27057,20428,45
Callahan County,48059,13544,23
Orange County,50017,28936,92
Mills County,19129,15059,32
Lamoille County,50015,24475,117
Grand Isle County,50013,6970,16
Umatilla County,41059,75889,117
Green Lake County,55047,19051,29
Appomattox County,51011,14973,41
Green County,55045,36842,50
Arlington County,51013,207627,1991
Grant County,55043,51208,123
Augusta County,51015,73750,189
Charlottesville city,51540,43475,364
Marshall County,19127,40648,92
Bernalillo County,35001,662564,2360
Clay County,31035,6542,13
Catron County,35003,3725,5
Colfax County,31037,10515,24
Chaves County,35005,65645,133
Cherry County,31031,5713,16
Colfax County,35007,13750,33
Cibola County,35006,27213,48
Curry County,35009,48376,90
Cuming County,31039,9139,16
Deaf Smith County,48117,19372,32
Tripp County,46123,5644,19
Pierce County,13229,18758,30
Terrell County,48443,984,1
Turner County,46125,8347,13
Monroe County,47123,44519,100
Meigs County,47121,11753,9
Moore County,47127,6362,34
Montgomery County,47125,172331,573
Terry County,48445,12651,11
Morgan County,47129,21987,31
Lassen County,06035,34895,44
Harrison County,39067,15864,34
Boone County,19015,26306,83
Hardin County,39065,32058,98
Bremer County,19017,24276,94
Hancock County,39063,74782,278
Benton County,19011,26076,56
Hamilton County,39061,802374,4276
Black Hawk County,19013,131090,770
Buchanan County,19019,20958,42
Henry County,39069,28215,94
Panola County,28107,34707,108
Oktibbeha County,28105,47671,521
Noxubee County,28103,11545,21
Newton County,28101,21720,72
Adams County,39001,28550,53
Laurens County,13175,48434,125
Pearl River County,28109,55834,101
Allen County,39003,106331,446
Sterling County,48431,1143,7
Lake County,12069,297052,668
Indian River County,12061,138028,308
Jackson County,12063,49746,102
Falls Church city,51610,12332,98
Lafayette County,12067,8870,6
Roanoke County,51161,92376,244
Rockbridge County,51163,22307,177
Rockingham County,51165,76314,284
Russell County,51167,28897,36
Scott County,51169,23177,33
Taney County,29213,51675,270
Richmond city,51760,204214,1616
Texas County,29215,26008,14
Minnehaha County,46099,169468,740
Utah County,49049,516564,1730
Uintah County,49047,32588,36
Tooele County,49045,58218,105
Summit County,49043,36324,259
Sevier County,49041,20802,30
Fleming County,21069,14348,24
Fayette County,21067,295803,2361
Estill County,21065,14672,19
Elliott County,21063,7852,5
Edmonson County,21061,12161,20
Macomb County,26099,840978,2732
Mackinac County,26097,11113,87
Luce County,26095,6631,6
Livingston County,26093,180967,584
Lenawee County,26091,99892,321
Sioux County,38085,4153,12
Polk County,29167,31137,49
Brule County,46015,5255,19
Knott County,21119,16346,39
Moultrie County,17139,14846,35
Jefferson Davis County,28065,12487,23
Scott County,21209,47173,213
Millard County,49027,12503,21
Mercer County,17131,16434,31
Rockcastle County,21203,17056,42
Monroe County,17133,32957,80
Robertson County,21201,2282,4
Montgomery County,17135,30104,61
Russell County,21207,17565,30
Morgan County,17137,35547,99
Rowan County,21205,23333,133
Pulaski County,21199,63063,149
Perry County,21193,28712,87
Pendleton County,21191,14877,32
Powell County,21197,12613,49
Pike County,21195,65024,205
Miami-Dade County,12086,2496435,17977
Monroe County,12087,73090,827
Martin County,12085,146318,374
Marion County,12083,331298,570
Manatee County,12081,322833,823
Stark County,38089,24199,76
Nassau County,12089,73314,225
Edgar County,17045,18576,31
Osage County,20139,16295,41
Douglas County,17041,19980,46
DuPage County,17043,916924,3557
Neosho County,20133,16512,38
Roberts County,48393,929,5
Effingham County,17049,34242,132
Rockwall County,48397,78337,295
Monroe County,13207,26424,74
Randolph County,13243,7719,17
Mitchell County,13205,23498,42
Miller County,13201,6125,14
Phillips County,30071,4253,2
Montgomery County,13209,9123,24
Jones County,13169,28669,36
Jim Wells County,48249,40838,123
Jim Hogg County,48247,5300,18
Jefferson County,48245,252273,825
Jeff Davis County,48243,2342,11
Jasper County,48241,35710,51
Berkeley County,45015,177843,507
Marion County,41047,315335,891
Teller County,08119,23350,42
Malheur County,41045,31313,42
Barnwell County,45011,22621,45
Linn County,41043,116672,272
Beaufort County,45013,162233,715
Lincoln County,41041,46034,139
San Miguel County,08113,7359,31
San Juan County,08111,699,7
Charleston County,45019,350209,2710
Bexar County,48029,1714773,9583
Morrow County,41049,11173,14
Barber County,20007,4861,4
Howard County,29089,10144,37
Atchison County,20005,16924,60
Buffalo County,46017,1912,5
Anderson County,20003,8102,12
Allen County,20001,13371,39
Calhoun County,13037,6694,8
Harrison County,29081,8957,14
Henry County,29083,22272,41
Hickory County,29085,9627,8
Barton County,20009,27674,95
Saginaw County,26145,200169,808
Dorchester County,24019,32618,107
Cecil County,24015,101108,310
Charles County,24017,146551,523
Caroline County,24011,33066,60
Jefferson County,12065,14761,33
Carroll County,24013,167134,428
Fayette County,13113,106567,379
Hertford County,37091,24669,52
Fannin County,13111,23682,99
Hardeman County,47069,27253,39
Forsyth County,13117,175511,595
Hyde County,37095,5810,19
Floyd County,13115,96317,373
Iredell County,37097,159437,578
Pawnee County,40117,16577,32
Jackson County,37099,40271,211
Franklin County,13119,22084,49
Jenkins County,13165,8340,24
Osage County,40113,47472,99
Okmulgee County,40111,40069,63
Windham County,09015,118428,445
Butte County,46019,10110,13
Putnam County,54079,55486,157
Pendleton County,54071,7695,15
Santa Cruz County,04023,47420,335
Pleasants County,54073,7605,20
Pocahontas County,54075,8719,13
Preston County,54077,33520,45
Griggs County,38039,2420,8
Pinal County,04021,375770,676
Golden Valley County,38033,1680,23
Foster County,38031,3343,10
McDowell County,54047,22113,26
Grant County,38037,2394,1
Grand Forks County,38035,66861,519
Hancock County,47067,6819,1
Cheyenne County,08017,1836,4
Hamilton County,47065,336463,1702
Hunterdon County,34019,128349,386
Flathead County,30029,90928,144
Cumberland County,34011,156898,518
Fallon County,30025,2890,3
Essex County,34013,783969,4649
Fergus County,30027,11586,2
Gloucester County,34015,288288,1463
Dawson County,30021,8966,15
Hudson County,34017,634266,3410
Burke County,13033,23316,39
Wirt County,54105,5717,9
Daviess County,18027,31648,49
Wood County,54107,86956,333
Crawford County,18025,10713,28
Webster County,54101,9154,10
Clinton County,18023,33224,64
Wetzel County,54103,16583,32
Clay County,18021,26890,83
Wyoming County,54109,23796,68
Dearborn County,18029,50047,126
Williams County,38105,22398,85
Wells County,38103,4207,13
Amherst County,51009,32353,66
Ward County,38101,61675,214
Washington County,23029,32856,35
Hinds County,28049,245285,964
Dent County,29065,15657,10
DeKalb County,29063,12892,16
Daviess County,29061,8433,23
Grenada County,28043,21906,80
Piscataquis County,23021,17535,72
Greene County,28041,14400,12
Sagadahoc County,23023,35293,92
Harrison County,28047,187105,724
Alleghany County,51005,16250,53
Hancock County,28045,43929,92
Waldo County,23027,38786,65
DeKalb County,47041,18723,34
Dickson County,47043,49666,146
Dyer County,47045,38335,90
Fayette County,47047,38413,67
Albemarle County,51003,98970,620
LaMoure County,38045,4139,10
Faribault County,27043,14553,18
Douglas County,27041,36009,130
Accomack County,51001,33164,98
Fillmore County,27045,20866,43
Webster County,21233,13621,16
Goodhue County,27049,46183,134
Castro County,48069,8062,18
Kenosha County,55059,166426,584
Bennington County,50003,37125,147
Caledonia County,50005,31227,62
Chittenden County,50007,156545,959
Essex County,50009,6306,4
Colonial Heights city,51570,17411,118
Jefferson County,55055,83686,158
Juneau County,55057,26664,41
Custer County,31041,10939,82
Doña Ana County,35013,209233,672
Dakota County,31043,21006,101
De Baca County,35011,2022,3
Dawes County,31045,9182,40
Grant County,35017,29514,67
Dawson County,31047,24326,46
Eddy County,35015,53829,125
Deuel County,31049,1941,3
Guadalupe County,35019,4687,11
Lynchburg city,51680,75568,701
Manassas city,51683,37821,133
Manassas Park city,51685,14273,25
Polk County,47139,16825,47
Perry County,47135,7915,14
Pickett County,47137,5077,7
Obion County,47131,31807,61
Overton County,47133,22083,17
Dubuque County,19061,93653,325
Highland County,39071,43589,75
Emmet County,19063,10302,35
Hocking County,39073,29380,85
Fayette County,19065,20880,70
Holmes County,39075,42366,68
Floyd County,19067,16303,32
Huron County,39077,59626,171
Franklin County,19069,10680,23
Jackson County,39079,33225,69
Sunflower County,28133,29450,36
Stone County,28131,17786,45
Tate County,28137,28886,68
Tallahatchie County,28135,15378,12
Tippah County,28139,22232,46
Emanuel County,13107,22598,72
Chippewa County,55017,62415,78
Stone County,05137,12394,18
Tangipahoa Parish,22105,121097,453
York County,51199,65464,219
Ben Hill County,13017,17634,18
Wise County,51195,41452,93
Wythe County,51197,29235,88
Tensas Parish,22107,5252,4
Washington County,51191,54876,139
Dickinson County,19059,16667,52
Westmoreland County,51193,17454,40
Red River Parish,22081,9091,9
Richland Parish,22083,20725,52
Radford city,51750,16408,211
Sabine Parish,22085,24233,44
St. Bernard Parish,22087,35897,102
Iowa County,19095,16355,52
St. Charles Parish,22089,52780,162
Canadian County,40017,115541,297
Gem County,16045,16719,14
Caddo County,40015,29600,73
Clare County,26035,30926,58
Humboldt County,19091,9815,15
Daviess County,21059,96656,266
Clinton County,21053,10272,15
Clay County,21051,21730,33
Ida County,19093,7089,10
Cumberland County,21057,6856,6
Crittenden County,21055,9315,17
Presque Isle County,26141,13376,18
Wolfe County,21237,7355,14
Whitley County,21235,35637,110
Pacific County,53049,20920,35
Wayne County,21231,20813,21
Mason County,53045,60699,59
Okanogan County,53047,41120,36
Macon County,47111,22248,24
Lewis County,53041,75455,164
Woodford County,21239,24939,106
Menard County,17129,12705,26
Worth County,13321,21679,41
Marshall County,17123,12640,36
Marion County,17121,39437,82
Massac County,17127,15429,31
Mason County,17125,14666,18
Oscoda County,26135,8640,12
Cullman County,01043,80406,228
Otsego County,26137,24164,53
Ontonagon County,26131,6780,12
Osceola County,26133,23528,27
Ottawa County,26139,263801,989
Montgomery County,20125,35471,126
Morris County,20127,5923,9
Miami County,20121,32787,87
Mitchell County,20123,6373,17
Woodruff County,05147,7260,11
Morton County,20129,3233,2
Fulton County,17057,37069,48
Franklin County,17055,39561,79
Ford County,17053,14081,43
Fayette County,17051,22140,41
Reagan County,48383,3367,9
Randall County,48381,120725,285
Red River County,48387,12860,16
Real County,48385,3309,6
Morgan County,13211,17868,70
King County,53033,1931249,12388
Muscogee County,13215,189885,802
Newton County,13217,99958,272
Oconee County,13219,32808,163
Pierce County,38069,4357,9
Crenshaw County,01041,13906,31
Kitsap County,53035,251133,517
Kendall County,48259,33410,115
Johnson County,48251,150934,351
Chippewa County,26033,38520,134
Karnes County,48255,14824,45
Kaufman County,48257,103350,305
Anderson County,45007,187126,650
Yamhill County,41071,99193,209
Borden County,48033,641,3
Aiken County,45003,160099,416
Abbeville County,45001,25417,77
Brazoria County,48039,313166,956
Menominee County,26109,24029,40
Bamberg County,45009,15987,35
Bourbon County,20011,15173,26
Brown County,20013,9984,30
Butler County,20015,65880,233
Chase County,20017,2790,27
Chautauqua County,20019,3669,8
Dallas County,01047,43820,130
Monroe County,39111,14642,25
Oklahoma County,40109,718633,3557
Franklin County,37069,60619,119
Evans County,13109,11000,19
Edgecombe County,37065,56552,115
Muskogee County,40101,70990,221
Forsyth County,37067,350670,1399
Sibley County,27143,15226,27
Duplin County,37061,58505,89
Nowata County,40105,10536,20
Durham County,37063,267587,1526
Effingham County,13103,52250,105
Hodgeman County,20083,1916,4
Graham County,04009,37220,61
Dunn County,38025,3536,10
St. Charles County,29183,360485,1305
Ohio County,54069,44443,254
St. Clair County,29185,9805,15
Dickey County,38021,5289,11
St. Francois County,29187,65359,112
Ste. Genevieve County,29186,18145,41
St. Louis County,29189,998954,4149
Monroe County,54063,13502,12
Cochise County,04003,131346,300
Monongalia County,54061,96189,1113
Coconino County,04005,134421,901
Nicholas County,54067,26233,65
Gila County,04007,53597,92
Morgan County,54065,17541,43
Appanoose County,19007,12887,16
Monroe County,29137,8840,10
Rio Grande County,08105,11982,6
Routt County,08107,23509,69
Kay County,40071,46562,113
Kingfisher County,40073,15034,31
Le Flore County,40079,50384,127
Meagher County,30059,1891,2
Cape May County,34009,97265,558
Liberty County,30051,2339,1
Bergen County,34003,905116,4806
Lincoln County,30053,19687,11
Atlantic County,34001,274549,2430
McCone County,30055,1734,1
Camden County,34007,513657,2199
Madison County,30057,7691,13
Burlington County,34005,448734,2227
Brown County,18013,15242,115
Boundary County,16021,10972,2
Boone County,18011,56640,175
Cass County,18017,38966,79
Delaware County,19055,17764,32
Carroll County,18015,20155,32
Clark County,18019,110232,433
Cedar County,29039,13982,9
Itawamba County,28057,23401,63
Holmes County,28051,19198,41
Humphreys County,28053,9375,13
Jackson County,28059,139668,282
Madison County,37115,20764,52
Cole County,29051,75990,193
LaGrange County,18087,37128,96
McDowell County,37111,44996,96
Macon County,37113,33922,68
Dallas County,29059,16777,17
Gallatin County,17059,5589,6
Mecklenburg County,37119,919628,6769
Pulaski County,29169,52274,187
Meriwether County,13199,21992,37
Murray County,13213,39628,43
Le Sueur County,27079,27703,46
Lake of the Woods County,27077,4045,14
York County,31185,13665,53
Lake County,27075,10866,52
Lac qui Parle County,27073,7259,15
Carroll County,29033,9295,13
Koochiching County,27071,13311,34
Dodge County,31053,36691,102
Dixon County,31051,6000,16
Dundy County,31057,2008,1
Luna County,35029,25095,38
Douglas County,31055,517110,2498
Lincoln County,35027,20497,43
Lea County,35025,64727,152
Fillmore County,31059,5890,6
Hidalgo County,35023,4894,13
Oconto County,55083,37660,51
Monroe County,55081,44673,88
Outagamie County,55087,176695,492
Oneida County,55085,35998,59
Ozaukee County,55089,86395,266
Rutherford County,47149,262604,1328
Martinsville city,51690,13821,30
Madison County,13195,28120,40
Putnam County,47141,72321,337
Rhea County,47143,31809,76
Roane County,47145,54181,118
Robertson County,47147,66283,207
Greene County,19073,9336,9
Fremont County,19071,7441,15
Licking County,39089,166492,544
Guthrie County,19077,10954,28
Grundy County,19075,12453,28
Lake County,39085,230041,938
Lawrence County,39087,62450,148
Hamilton County,19079,15673,34
Jefferson County,39081,69709,175
Knox County,39083,60921,165
Smith County,28129,16491,18
Sharkey County,28125,4916,8
Simpson County,28127,27503,33
Rankin County,28121,141617,409
Scott County,28123,28264,55
Taos County,35055,32937,67
Twin Falls County,16083,77230,73
Teton County,16081,10170,15
Washington County,16087,10198,5
Valley County,16085,9862,21
Jones County,48253,20202,27
Warren County,51187,37575,113
Tazewell County,51185,45078,90
Sussex County,51183,12087,40
Surry County,51181,7058,16
Mille Lacs County,27095,26097,59
St. James Parish,22093,22102,74
Morrison County,27097,33198,76
St. Helena Parish,22091,11203,24
Martin County,27091,20840,45
St. Landry Parish,22097,83384,140
Meeker County,27093,23300,41
St. John the Baptist Parish,22095,45924,150
De Witt County,17039,16561,42
St. Martin Parish,22099,52160,91
Portsmouth city,51740,95535,302
Casey County,21045,15955,23
Christian County,21047,73955,241
Carroll County,21041,10811,38
Carter County,21043,27720,67
Woodford County,17203,38664,62
Winnebago County,17201,295266,837
Clark County,21049,35613,96
Allendale County,45005,10419,14
Bosque County,48035,18212,34
Bowie County,48037,92565,281
Waseca County,27161,19136,28
Macoupin County,17117,47765,76
Trigg County,21221,14339,29
Macon County,17115,110768,319
Trimble County,21223,8809,17
McLean County,17113,169572,969
Union County,21225,15007,26
McHenry County,17111,308760,743
Warren County,21227,113792,845
Greene County,05055,42090,82
Skagit County,53057,116901,251
Hempstead County,05057,22609,66
San Juan County,53055,15769,42
Garland County,05051,96024,249
Pierce County,53053,795225,2526
Madison County,17119,269282,935
Pend Oreille County,53051,13001,12
Seneca County,36099,35251,110
Schuyler County,36097,18343,59
Schoharie County,36095,32749,92
Schenectady County,36093,154727,374
Saratoga County,36091,219607,814
Hopewell city,51670,22591,52
Mifflin County,42087,46682,61
Oceana County,26127,26570,62
Mercer County,42085,116638,378
Oakland County,26125,1202362,5345
McKean County,42083,43450,91
Newaygo County,26123,48460,71
Lycoming County,42081,116111,347
Muskegon County,26121,172188,419
Monroe County,42089,169842,787
Ogemaw County,26129,21699,36
Pratt County,20151,9656,36
Sussex County,10005,197145,783
Gooding County,16047,15464,12
Reno County,20155,64511,186
Kent County,10001,162310,770
Republic County,20157,4980,5
New Castle County,10003,538479,2509
Rice County,20159,10083,199
Grundy County,17063,50063,195
Duval County,48131,11782,51
Greene County,17061,13886,20
Hancock County,17067,19104,20
Hamilton County,17065,8457,5
Hardin County,17069,4320,3
Sherman County,48421,3034,5
St. Francis County,05123,28258,76
Monroe County,21171,10963,14
Powell County,30077,7027,5
Hall County,31079,58607,172
Ector County,48135,137130,322
Thurston County,31173,6940,21
Edwards County,48137,2002,2
Leflore County,28083,32317,76
McPherson County,46089,2459,3
Dillon County,45033,32062,77
Darlington County,45031,68681,191
Edgefield County,45037,26985,38
Washington County,31177,20234,37
Dorchester County,45035,136555,380
Monroe County,19135,7970,10
Wasco County,41065,25213,49
Fairfield County,45039,23956,39
Washington County,41067,529710,1752
Union County,41061,25748,37
Wallowa County,41063,7008,13
La Salle County,48283,6886,46
Lampasas County,48281,19677,24
Lee County,48287,16612,48
Lavaca County,48285,19263,41
Garfield County,31071,2049,4
Pemiscot County,29155,18296,43
Leon County,48289,16801,51
Gosper County,31073,2044,3
Oswego County,36075,122109,372
Otsego County,36077,62259,256
Orange County,36071,372813,1774
Orleans County,36073,42883,64
Greene County,37079,21362,45
Lamar County,13171,18317,51
Granville County,37077,59916,109
Lanier County,13173,10078,8
Graham County,37075,8861,15
Putnam County,36079,99710,351
Gates County,37073,12197,15
Lee County,13177,28298,62
Gaston County,37071,206086,634
Mineral County,54057,28212,59
Mercer County,54055,62264,178
Mason County,54053,27324,51
Marshall County,54051,33107,78
Arapahoe County,08005,572003,1560
Archuleta County,08007,12084,16
Mineral County,32021,4772,5
Adams County,08001,441603,1517
Alamosa County,08003,15445,46
McIntosh County,38051,2809,3
McKenzie County,38053,6360,53
Pima County,04019,980263,3609
McLean County,38055,8962,16
Schuyler County,29197,4431,3
Mercer County,38057,8424,18
Saline County,29195,23370,78
Morton County,38059,27471,57
Maricopa County,04013,3817117,15624
Greenlee County,04011,8437,13
Navajo County,04017,107449,140
Mohave County,04015,200186,319
Tioga County,42117,41981,96
Baca County,08009,3788,3
Adair County,40001,22683,31
Baker County,13007,3451,3
Atoka County,40005,14182,33
Beaver County,40007,5636,16
Sierra County,06091,3240,3
Beckham County,40009,22119,65
Somerset County,23025,52228,54
Baldwin County,13009,45720,219
Washington County,08121,4814,7
Lewis and Clark County,30049,63395,109
Jefferson County,30043,11406,5
Hill County,30041,16096,26
Johnston County,40069,10957,27
Lake County,30047,28746,37
Webster County,19187,38013,123
Blackford County,18009,12766,32
Elbert County,13105,20166,43
Bartholomew County,18005,76794,240
Wayne County,19185,6403,4
Adams County,18001,34387,48
Allen County,18003,355329,1463
Claiborne County,28021,9604,36
Clarke County,28023,16732,19
Noble County,40103,11561,40
Clay County,28025,20634,36
Coahoma County,28027,26151,73
Copiah County,28029,29449,71
Taylor County,13269,8906,24
Wyandotte County,20209,157505,801
Echols County,13101,4034,4
Lenoir County,37107,59495,147
Lee County,37105,57866,165
Clinton County,29049,20743,37
Johnston County,37101,168878,541
Clark County,29045,7139,25
Clay County,29047,221939,841
Chariton County,29041,7831,5
St. Louis city,29510,319294,3281
Lincoln County,37109,78265,183
Hooker County,31091,736,1
Alexandria city,51510,139966,781
Bedford city,51515,6222,15
Itasca County,27061,45058,98
Jackson County,27063,10266,22
Kanabec County,27065,16239,26
Kandiyohi County,27067,42239,109
Sussex County,34037,149265,396
Rio Arriba County,35039,40246,67
Somerset County,34035,323444,1301
Salem County,34033,66083,252
Passaic County,34031,501226,2213
Gage County,31067,22311,41
McKinley County,35031,71492,140
Furnas County,31065,4959,6
Mora County,35033,4881,4
Frontier County,31063,2756,2
Otero County,35035,63797,105
Union County,34039,536499,2476
Quay County,35037,9041,14
Bland County,51021,6824,11
Price County,55099,14159,10
Shasta County,06089,177223,379
Ross County,39141,78064,233
Santa Cruz County,06087,262382,1168
Polk County,55095,44205,68
Woodbury County,19193,102172,489
Portage County,55097,70019,233
Worth County,19195,7598,29
Pepin County,55091,7469,12
San Mateo County,06081,718451,5207
Pierce County,55093,41019,107
Hayes County,31085,967,4
Hitchcock County,31087,2908,8
Smith County,47159,19166,36
Hamilton County,31081,9124,30
Harlan County,31083,3423,5
Iron County,49021,46163,150
Sequatchie County,47153,14112,25
Scott County,47151,22228,27
Holt County,31089,10435,16
Shelby County,47157,927644,3725
Sevier County,47155,89889,900
Briscoe County,48045,1637,4
Washtenaw County,26161,344791,2412
Lucas County,19117,8898,9
Dallas County,19049,66135,380
Mahoning County,39099,238823,970
Crawford County,19047,17096,34
Madison County,39097,43435,129
Clinton County,19045,49116,125
Seneca County,39147,56745,167
Clayton County,19043,18129,36
Lorain County,39093,301356,1106
Clay County,19041,16667,38
Kane County,49025,7125,34
Winston County,28159,19198,51
Buckingham County,51029,17146,16
Eddy County,38027,2385,3
Shelby County,39149,49423,97
Washington County,28151,51137,88
Wayne County,28153,20747,36
Corson County,46031,4050,10
Webster County,28155,10253,24
Wilkinson County,28157,9878,17
Ripley County,29181,14100,13
Divide County,38023,2071,8
Rains County,48379,10914,23
Anoka County,27003,330844,1002
Apache County,04001,71518,66
Clark County,17023,16335,35
Ralls County,29173,10167,12
Love County,40085,9423,81
Emmons County,38029,3550,4
Saline County,05125,107118,195
McLeod County,27085,36651,91
Lyon County,27083,25857,101
Lincoln County,27081,5896,10
Petersburg city,51730,32420,112
Haskell County,40061,12769,18
Scott County,05127,11233,13
Marshall County,27089,9439,23
Butler County,21031,12690,22
Caldwell County,21033,12984,35
Calloway County,21035,37191,248
Campbell County,21037,90336,456
Carlisle County,21039,5104,7
Randolph County,05121,17969,25
Iberia Parish,22045,73240,135
Iberville Parish,22047,33387,95
Franklin Parish,22041,20767,26
Potter County,48375,121073,344
Grant Parish,22043,22309,29
Bacon County,13005,11096,22
Worcester County,25027,798552,3449
Lemhi County,16059,7936,97
Suffolk County,25025,722023,10847
Jackson Parish,22049,16274,36
Plymouth County,25023,494919,2063
Norfolk County,25021,670850,2573
Riverside County,06065,2189641,7684
Sacramento County,06067,1418788,4620
Placer County,06061,348432,1157
Plumas County,06063,20007,33
San Benito County,06069,55269,151
Arenac County,26011,15899,21
Galax city,51640,7042,21
Jefferson County,40067,6472,8
Goshen County,56015,13249,24
Lawrence County,17101,16833,25
