County,Geo_id,Census_pop,N_tweets
Hoonah-Angoon Census Area,02105,2150,3
Terrell County,48443,984,15
Wrangell City and Borough,02275,2369,4
Boyd County,31015,2099,25
Garfield County,53023,2266,61
Yakutat City and Borough,02282,662,13
McPherson County,46089,2459,56
Piute County,49031,1556,5
Custer County,08027,4255,19
Meagher County,30059,1891,14
Carter County,30011,1160,6
Crowley County,08025,5823,6
Loup County,31115,632,4
Wheeler County,41069,1441,9
Webster County,31181,3812,54
Harding County,35021,695,5
Wayne County,19185,6403,46
Blaine County,31009,478,47
McCone County,30055,1734,10
Prairie County,30079,1179,6
Haakon County,46055,1937,59
Ketchikan Gateway Borough,02130,13477,45
Thomas County,31171,647,33
Hooker County,31091,736,29
Forest County,55041,9304,136
Mercer County,34021,366513,65619
Sherman County,41055,1765,147
Perkins County,31135,2970,66
Stonewall County,48433,1490,10
Garden County,31069,2057,32
Van Buren County,47175,5548,77
Eureka County,32011,1987,46
Baker County,13007,3451,38
Wibaux County,30109,1017,13
Dickens County,48125,2444,25
Mineral County,30061,4223,43
Harding County,46063,1255,13
Dolores County,08033,2064,19
Woodruff County,05147,7260,146
Logan County,38047,1990,6
Catron County,35003,3725,28
Loving County,48301,82,2
Hemphill County,48211,3807,147
Garfield County,31071,2049,45
Bent County,08011,6499,80
Boise County,16015,7028,39
Butler County,20015,65880,12955
Greeley County,31077,2538,40
Lincoln County,16063,5208,10
Decatur County,20039,2961,33
Dukes County,25007,16535,1826
McPherson County,31117,539,4
Sanborn County,46111,2355,59
Arthur County,31005,460,4
Siskiyou County,06093,44900,2503
Ashtabula County,39007,101497,33738
Jewell County,20089,3077,511
Wheeler County,48483,5410,210
Campbell County,46021,1466,13
Mineral County,08079,712,11
Rich County,49033,2264,64
Anderson County,48001,58458,5674
Nance County,31125,3735,64
Hamlin County,46057,5903,345
Grant County,38037,2394,47
Wright County,29229,18815,170
Roane County,54087,14926,240
Quitman County,13239,2513,97
Harper County,20077,6034,217
Crisp County,13081,23439,2090
Saguache County,08109,6108,29
Sweet Grass County,30097,3651,32
Grant County,46051,7356,141
Keweenaw County,26083,2156,54
Johnson County,47091,18244,324
Butte County,16023,2891,14
Roberts County,48393,929,26
Kinney County,48271,3598,101
Scotland County,29199,4843,47
Hyde County,46069,1420,68
Prairie County,05117,8715,399
Kiowa County,40075,9446,196
Calhoun County,13037,6694,442
Cochran County,48079,3127,28
Rock County,31149,1526,18
Chesterfield County,45025,46734,4432
San Benito County,06069,55269,9779
Crawford County,18025,10713,250
Baker County,41001,16134,185
Jackson County,08057,1394,11
Mason County,48319,4012,128
Broadwater County,30007,5612,45
Caribou County,16029,6963,140
Boundary County,16021,10972,92
Kearney County,31099,6489,225
Sherman County,48421,3034,109
Howard County,19089,9566,238
Maricopa County,04013,3817117,550400
St. Clair County,01115,83593,7252
Phillips County,08095,4442,65
Braxton County,54007,14523,1074
Roosevelt County,30085,10425,307
Grant County,40053,4527,153
Dade County,29057,7883,46
Potter County,42105,17457,418
Sheridan County,30091,3384,27
Mellette County,46095,2048,64
Jefferson County,13163,16930,1500
Clarke County,19039,9286,443
Hot Springs County,56017,4812,67
Gilliam County,41021,1871,48
Washington County,08121,4814,117
Motley County,48345,1210,14
Sedgwick County,08115,2379,43
Nantucket County,25019,10172,1092
Lafayette County,55065,16836,286
Wilson County,37195,81234,10939
Nemaha County,20131,10178,338
Lafayette County,05073,7645,278
Kendall County,48259,33410,2096
Perry County,28111,12250,571
Brown County,31017,3145,206
Gray County,48179,22535,410
Oliver County,38065,1846,29
Fergus County,30027,11586,24
Putnam County,29171,4979,30
Hamilton County,17065,8457,61
Scott County,28123,28264,2119
Hancock County,13141,9429,421
Brule County,46015,5255,416
Hampton city,51650,137436,24756
Talbot County,13263,6865,422
Sullivan County,42113,6428,121
Glacier County,30035,13399,143
Beaver County,40007,5636,302
Mercer County,38057,8424,139
Habersham County,13137,43041,2621
Tama County,19171,17767,3364
Adams County,19003,4029,128
Ralls County,29173,10167,177
Brantley County,13025,18411,1221
Collingsworth County,48087,3057,90
Schley County,13249,5010,424
Elbert County,08039,23086,343
Kitsap County,53035,251133,18422
Cross County,05037,17870,576
Josephine County,41033,82713,2626
Sherman County,31163,3152,122
Norman County,27107,6852,255
Morris County,20127,5923,245
Spokane County,53063,471221,31028
Jennings County,18079,28525,4132
Shoshone County,16079,12765,135
Floyd County,19067,16303,668
Billings County,38007,783,66
Logan County,31113,763,68
Linn County,20107,9656,250
Ochiltree County,48357,10223,517
Montgomery County,36057,50219,4264
Knox County,48275,3719,185
Gentry County,29075,6738,228
Butte County,46019,10110,64
Pike County,18125,12845,214
Dallas County,29059,16777,146
Traverse County,27155,3558,236
Noble County,40103,11561,431
Daggett County,49009,1059,2894
Union County,45087,28961,4257
Monroe County,54063,13502,521
Dundy County,31057,2008,10
Torrance County,35057,16383,430
Woodson County,20207,3309,1196
Musselshell County,30065,4538,10
Tripp County,46123,5644,485
Hutchinson County,46067,7343,108
Miner County,46097,2389,106
Montgomery County,29139,12236,877
Pierce County,53053,795225,147369
Lake County,41037,7895,69
Franklin County,16041,12786,142
Sanders County,30089,11413,244
Hutchinson County,48233,22150,1125
George County,28039,22578,385
Bennett County,46007,3431,373
Steele County,38091,1975,122
Ellis County,40045,4151,132
Travis County,48453,1024266,260549
Taylor County,55119,20689,292
Calhoun County,05013,5368,350
Metcalfe County,21169,10099,543
Blaine County,40011,11943,687
Valley County,30105,7369,71
Scott County,05127,11233,395
Hancock County,47067,6819,10
Carroll County,29033,9295,627
Graham County,20065,2597,236
Pulaski County,29169,52274,9553
Lucas County,19117,8898,1584
Walworth County,55127,102228,14111
Taylor County,19173,6317,104
Valley County,31175,4260,140
Ringgold County,19159,5131,88
Sharp County,05135,17264,1042
Forest County,42053,7716,67
Lake County,47095,7832,821
Kenedy County,48261,416,148
Ottawa County,20143,6091,475
Routt County,08107,23509,614
Corson County,46031,4050,1311
Rio Grande County,08105,11982,64
Luce County,26095,6631,239
Cabell County,54011,96319,30438
Strafford County,33017,123143,23021
Morrill County,31123,5042,275
Clay County,47027,7861,220
Meriwether County,13199,21992,1379
Andrew County,29003,17291,714
Cumberland County,51049,10052,223
Sagadahoc County,23023,35293,1245
Oconto County,55083,37660,940
Lake of the Woods County,27077,4045,197
Adams County,38001,2343,136
Faulk County,46049,2364,33
Gosper County,31073,2044,46
Scott County,51169,23177,1260
O'Brien County,19141,14398,597
Howard County,31093,6274,137
Yellow Medicine County,27173,10438,309
Sawyer County,55113,16557,401
Gem County,16045,16719,658
Jackson County,21109,13494,827
Walthall County,28147,15443,682
San Mateo County,06081,718451,110147
Surry County,37171,73673,2944
Keith County,31101,8368,351
Renville County,27129,15730,1225
Claiborne Parish,22027,17195,2245
Weston County,56045,7208,235
Renville County,38075,2470,82
Clark County,17023,16335,1420
Aurora County,46003,2710,81
Pipestone County,27117,9596,714
Somerset County,23025,52228,1855
Day County,46037,5710,196
Ozaukee County,55089,86395,6952
Lafayette County,12067,8870,182
Richland County,17159,16233,958
Monroe County,21171,10963,225
Foster County,38031,3343,275
Calhoun County,19025,9670,380
Borden County,48033,641,20
Stone County,05137,12394,756
Susquehanna County,42115,43356,1685
Hardin County,47071,26026,997
Lake County,39085,230041,48685
Orange County,37135,133801,20506
Mills County,48333,4936,408
Franklin Parish,22041,20767,1222
Catahoula Parish,22025,10407,1220
Nicholas County,21181,7135,1368
Dawson County,31047,24326,1473
Liberty County,12077,8365,159
Montmorency County,26119,9765,217
Clark County,55019,34690,578
Elliott County,21063,7852,449
Meade County,21163,28602,2195
Kimble County,48267,4607,145
Roanoke city,51770,97032,11176
Montgomery County,05097,9487,358
Bowman County,38011,3151,376
Polk County,55095,44205,1018
Pershing County,32027,6753,163
Wilkin County,27167,6576,1149
Frederick County,24021,233385,33750
Doddridge County,54017,8202,534
Norfolk County,25021,670850,86523
Page County,19145,15932,374
Greene County,19073,9336,161
Harlan County,31083,3423,310
Cleveland County,05025,8689,299
Grand County,49019,9225,1013
Quay County,35037,9041,790
Yuma County,08125,10043,79
McIntosh County,38051,2809,117
Menard County,17129,12705,571
Banks County,13011,18395,872
Douglas County,27041,36009,3807
Sutton County,48435,4128,857
Lac qui Parle County,27073,7259,226
Marshall County,40095,15840,1537
Sevier County,47155,89889,14065
Clinton County,29049,20743,676
Clarke County,51043,14034,815
Wilcox County,01131,11670,1145
Trigg County,21221,14339,556
Park County,30067,15636,108
Gilmer County,13123,28292,1881
Lowndes County,13185,109233,25022
Osage County,29151,13878,328
Pend Oreille County,53051,13001,204
Parke County,18121,17339,701
Jim Hogg County,48247,5300,2339
Oregon County,29149,10881,394
Benton County,47005,16489,729
Jefferson County,40067,6472,86
Reynolds County,29179,6696,175
Lawrence County,21127,15860,1253
Dallam County,48111,6703,168
Baca County,08009,3788,163
Sandoval County,35043,131561,19260
Izard County,05065,13696,330
Madison County,19121,15679,798
Jefferson County,20087,19126,1367
Throckmorton County,48447,1641,11
Dunn County,55033,43857,7519
Sac County,19161,10350,605
Shelby County,29205,6373,86
Morgan County,39115,15054,1064
Lincoln County,05079,14134,292
Carbon County,30009,10078,124
Pierce County,38069,4357,363
King County,48269,286,46
Madison County,05087,15717,223
Poinsett County,05111,24583,1283
Greene County,01063,9045,1634
Glascock County,13125,3082,76
Randolph County,13243,7719,211
Stokes County,37169,47401,3059
Yell County,05149,22185,484
Shackelford County,48417,3378,100
Henry County,39069,28215,4868
Washington Parish,22117,47168,1806
Lee County,05077,10424,298
Vernon County,29217,21159,352
Franklin County,05047,18125,582
Kingman County,20095,7858,178
Johnson County,13167,9980,298
Waldo County,23027,38786,645
Massac County,17127,15429,1622
Tyler County,48457,21766,1358
Randall County,48381,120725,20522
Monroe County,05095,8149,434
Summers County,54089,13927,959
De Soto Parish,22031,26656,3787
Taylor County,12123,22570,938
Lebanon County,42075,133568,12046
Ellsworth County,20053,6497,515
Clark County,29045,7139,318
Kittitas County,53037,40915,16833
Tippah County,28139,22232,542
Vermillion County,18165,16212,1374
Columbia County,53013,4078,280
Morris County,48343,12934,1318
Moore County,48341,21904,411
Chariton County,29041,7831,422
Ogemaw County,26129,21699,1055
Pushmataha County,40127,11572,221
Owyhee County,16073,11526,137
Rusk County,55107,14755,135
Montezuma County,08083,25535,497
Mora County,35033,4881,279
Moniteau County,29135,15607,258
Marshall County,47117,30617,4805
Burt County,31021,6858,675
Adams County,31001,31364,3527
Dickenson County,51051,15903,384
Pawnee County,40117,16577,1317
Jefferson County,28063,7726,1227
Alger County,26003,9601,761
Montgomery County,28097,10925,1137
Falls County,48145,17866,698
Hartley County,48205,6062,348
Sunflower County,28133,29450,512
Lawrence County,28077,12929,812
Pemiscot County,29155,18296,2827
Griggs County,38039,2420,300
Delaware County,36025,47980,3288
Missaukee County,26113,14849,419
Platte County,56031,8667,246
Rice County,20159,10083,3323
Le Sueur County,27079,27703,1716
Leslie County,21131,11310,1268
Worth County,19195,7598,639
Wells County,38103,4207,355
East Carroll Parish,22035,7759,36
Irwin County,13155,9538,465
Spencer County,18147,20952,732
Westmoreland County,51193,17454,2009
Twin Falls County,16083,77230,1454
Culberson County,48109,2398,273
Wilkes County,37193,69340,2752
McCulloch County,48307,8283,196
Surry County,51181,7058,313
Gooding County,16047,15464,113
Jefferson County,54037,53498,6451
Briscoe County,48045,1637,13
Barton County,29011,12402,286
Sullivan County,29211,6714,73
Cass County,31025,25241,1788
Young County,48503,18550,1064
Valley County,16085,9862,204
Chester County,47023,17131,3097
Hamilton County,48193,8517,191
Jones County,46075,1006,221
Baker County,12003,27115,2003
Richardson County,31147,8363,291
Ray County,29177,23494,843
Deer Lodge County,30023,9298,202
Lanier County,13173,10078,1034
Waushara County,55137,24496,455
Teller County,08119,23350,334
Audrain County,29007,25529,582
Harney County,41025,7422,89
Cass County,27021,28567,1772
Cimarron County,40025,2475,34
Dent County,29065,15657,375
Eddy County,38027,2385,88
Union County,46127,14399,1201
Phillips County,30071,4253,114
Perry County,29157,18971,826
Washington County,27163,238136,25215
Carroll County,17015,15387,988
Presque Isle County,26141,13376,253
Breckinridge County,21027,20059,942
Wise County,48497,59127,4082
Caledonia County,50005,31227,2317
Roseau County,27135,15629,1195
Keya Paha County,31103,824,14
Comanche County,48093,13974,224
Upton County,48461,3355,211
Woodbury County,19193,102172,25670
Fisher County,48151,3974,176
Taylor County,13269,8906,382
Pecos County,48371,15507,3324
Grant County,27051,6018,266
Currituck County,37053,23547,1736
Giles County,51071,17286,1190
Shenandoah County,51171,41993,3605
Rains County,48379,10914,1913
Iron County,26071,11817,252
Jackson County,05067,17997,390
Laurel County,21125,58849,3556
Moody County,46101,6486,318
Fremont County,08043,46824,565
Lamar County,01075,14564,663
Fond du Lac County,55039,101633,8233
Walsh County,38099,11119,708
Morgan County,47129,21987,2115
Mahnomen County,27087,5413,289
Towns County,13281,10471,1678
Palo Pinto County,48363,28111,2278
McLean County,17113,169572,30813
Aleutians West Census Area,02016,5561,2543
Asotin County,53003,21623,284
Sioux County,31165,1311,14
Fulton County,18049,20836,1576
Wayne County,54099,42481,2707
Monona County,19133,9243,756
Glades County,12043,12884,660
Uinta County,56041,21118,210
Osage County,40113,47472,3263
Texas County,29215,26008,361
Lake County,26085,11539,333
McCormick County,45065,10233,691
Covington County,28031,19568,724
Lewis County,47101,12161,646
Elk County,20049,2882,63
Marion County,29127,28781,1086
Rooks County,20163,5181,381
Maries County,29125,9176,220
Harrison County,19085,14928,533
Sublette County,56035,10247,271
Fremont County,56013,40123,2147
Lincoln County,13181,7996,888
Huron County,26063,33118,1406
Barnes County,38003,11066,1251
Lincoln County,27081,5896,198
Richland Parish,22083,20725,2037
Graham County,37075,8861,531
Bertie County,37015,21282,1283
Pickens County,01107,19746,2856
Crawford County,19047,17096,1909
Jackson Parish,22049,16274,3353
Jefferson County,53031,29872,680
Lyon County,19119,11581,351
Jackson County,47087,11638,477
Howard County,29089,10144,2126
Stillwater County,30095,9117,126
Jasper County,48241,35710,1749
Sierra County,35051,11988,574
Scurry County,48415,16921,1298
Saunders County,31155,20780,3131
Thurston County,31173,6940,6904
Tallahatchie County,28135,15378,2540
Clayton County,19043,18129,946
Costilla County,08023,3524,132
Watauga County,37189,51079,17071
Perry County,05105,10445,1642
Dickinson County,20041,19754,1568
White Pine County,32033,10030,187
Osceola County,26133,23528,1018
Morehouse Parish,22067,27979,2720
Hettinger County,38041,2477,34
Morgan County,49029,9469,168
Polk County,41053,75403,9746
Davie County,37059,41240,3519
Monroe County,12087,73090,10446
Washington County,16087,10198,131
Alfalfa County,40003,5642,322
Stevens County,53065,43531,616
Bonner County,16017,40877,685
Charles City County,51036,7256,510
Wallowa County,41063,7008,65
Iron County,55051,5916,1049
Orange County,18117,19840,1586
Leon County,48289,16801,971
Palo Alto County,19147,9421,646
McCook County,46087,5618,162
Buena Vista County,19021,20260,1930
Rabun County,13241,16276,347
Guthrie County,19077,10954,1116
Carbon County,56007,15885,524
Daviess County,29061,8433,231
Marion County,21155,19820,3433
Starke County,18149,23363,684
Skamania County,53059,11066,297
Lake County,46079,11200,1126
Iron County,29093,10630,621
Jersey County,17083,22985,1385
Shannon County,29203,8441,49
Lyon County,32019,51980,2780
Coffey County,20031,8601,895
Madison County,48313,13664,2328
Pawnee County,31133,2773,40
Appanoose County,19007,12887,302
Nye County,32023,43946,4434
Erath County,48143,37890,16932
Columbia County,55021,56833,2648
Wilcox County,13315,9255,403
Stoddard County,29207,29968,1712
Hunterdon County,34019,128349,8296
Tuscola County,26157,55729,1872
Suwannee County,12121,41551,1530
Floyd County,51063,15279,787
Cedar County,31027,8852,213
Meeker County,27093,23300,1064
Morton County,38059,27471,1199
Wayne County,26163,1820584,383470
Johnston County,40069,10957,881
Franklin County,28037,8118,583
Hardee County,12049,27731,1200
Clearwater County,27029,8695,242
Ness County,20135,3107,95
Benton County,18007,8854,149
Estill County,21065,14672,338
Weakley County,47183,35021,6523
Barnwell County,45011,22621,2866
Kent County,44003,166158,30172
Burnett County,55013,15457,231
Lincoln County,32017,5345,210
Fulton County,05049,12245,280
Lafayette County,29107,33381,1232
Bingham County,16011,45607,1604
Millard County,49027,12503,263
Cuming County,31039,9139,416
Pendleton County,54071,7695,441
Roscommon County,26143,24449,1137
Butler County,29023,42794,2574
Cloud County,20029,9533,1790
Craig County,51045,5190,175
Brunswick County,51025,17434,1048
Irion County,48235,1599,158
Ulster County,36111,182493,22644
Madison County,30057,7691,57
Carroll County,19027,20816,1136
Buckingham County,51029,17146,1920
Galax city,51640,7042,343
Wallace County,20199,1485,39
Goochland County,51075,21717,1314
Manistee County,26101,24733,802
Wichita County,20203,2234,32
Cheyenne County,08017,1836,61
Green Lake County,55047,19051,241
Pembina County,38067,7413,215
Decatur County,47039,11757,1173
Deaf Smith County,48117,19372,2065
Wetzel County,54103,16583,672
Watonwan County,27165,11211,554
Grand County,08049,14843,742
Leake County,28079,23805,597
Clay County,48077,10752,541
Cameron County,42023,5085,584
Ransom County,38073,5457,624
Accomack County,51001,33164,3792
Clay County,19041,16667,1894
Hampton County,45049,21090,1135
Charlotte County,51037,12586,650
Sheboygan County,55117,115507,6699
Houston County,48225,23732,2485
Juab County,49023,10246,436
Columbus County,37047,58098,2876
Robertson County,21201,2282,35
Desha County,05041,13008,427
Jasper County,45053,24777,2339
Antelope County,31003,6685,381
Brazos County,48041,194851,97337
Union County,35059,4549,188
Buchanan County,29021,89201,17783
Mitchell County,13205,23498,1846
Orange County,12095,1145956,329259
Webster County,21233,13621,442
Cass County,48067,30464,1620
Loudoun County,51107,312311,33663
Kent County,48263,808,14
Carbon County,49007,21403,659
Barry County,29009,35597,1242
Wayne County,49055,2778,79
York County,23031,197131,22659
Marion County,48315,10546,779
Lake County,27075,10866,755
Polk County,37149,20510,1013
Hughes County,46065,17022,773
Saginaw County,26145,200169,43787
Cassia County,16031,22952,160
Lincoln County,08073,5467,82
Putnam County,54079,55486,6017
Telfair County,13271,16500,569
Humphreys County,47085,18538,4023
Edgefield County,45037,26985,2008
Bland County,51021,6824,223
Martin County,37117,24505,1709
Panola County,28107,34707,2265
Clay County,13061,3183,288
Piscataquis County,23021,17535,1383
Delaware County,40041,41487,3235
Clatsop County,41007,37039,1494
Brooks County,13027,16243,1680
Trousdale County,47169,7870,851
Dunn County,38025,3536,569
Haywood County,47075,18787,483
Allen County,21003,19956,418
Bond County,17005,17768,1952
Morgan County,29141,20565,611
Fillmore County,31059,5890,343
Wasco County,41065,25213,1000
Anderson County,45007,187126,24455
Covington city,51580,5961,1105
Ripley County,18137,28818,1690
Henry County,29083,22272,1581
Jo Daviess County,17085,22678,1190
San Patricio County,48409,64804,17958
Hancock County,17067,19104,533
Gasconade County,29073,15222,354
Wyoming County,36121,42155,2007
Bracken County,21023,8488,1625
Cook County,13075,17212,3019
Payette County,16075,22623,1330
Morgan County,18109,68894,4384
Chickasaw County,19037,12439,400
Bosque County,48035,18212,709
Dickinson County,26043,26168,1567
Newton County,05101,8330,112
Lake County,06033,64665,2484
Meigs County,39105,23770,1226
Calhoun County,28013,14962,3196
King and Queen County,51097,6945,514
Rush County,18139,17392,2094
Custer County,16037,4368,16
Hocking County,39073,29380,1679
Washburn County,55129,15911,351
Union County,12125,15535,473
Tom Green County,48451,110224,14131
Greenbrier County,54025,35480,3322
Lander County,32015,5775,1400
Blackford County,18009,12766,3490
Peach County,13225,27695,9020
Kit Carson County,08063,8270,188
Kingfisher County,40073,15034,1367
Morgan County,08087,28159,2967
Divide County,38023,2071,293
Socorro County,35053,17866,1986
Randolph County,17157,33476,1610
Orleans County,50019,27231,490
Douglas County,29067,13684,47
Ashland County,55003,16157,1163
Scott County,21209,47173,5210
Henry County,01067,17302,2441
Amelia County,51007,12690,1795
Dunklin County,29069,31953,3221
Cherokee County,37039,27444,2125
Portsmouth city,51740,95535,16777
Oneida County,55085,35998,828
Winn Parish,22127,15313,3673
Calhoun County,54013,7627,141
Custer County,30017,11699,217
Howell County,29091,40400,798
Dinwiddie County,51053,28001,3705
Monroe County,55081,44673,1675
Erie County,39043,77079,34135
Choctaw County,40023,15205,1179
Lyman County,46085,3755,563
Avoyelles Parish,22009,42073,9963
Marshall County,27089,9439,743
Columbiana County,39029,107841,15725
Lincoln County,53043,10570,175
Gilmer County,54021,8693,1309
Montgomery County,13209,9123,5148
Shelby County,18145,44436,3506
Geneva County,01061,26790,998
Clinton County,18023,33224,1754
Echols County,13101,4034,85
Ada County,16001,392365,45966
Preston County,54077,33520,974
Kalamazoo County,26077,250331,63691
DeKalb County,18033,42223,4503
Houston County,47083,8426,1508
Johnson County,05071,25540,1930
Tooele County,49045,58218,4543
Haskell County,40061,12769,679
Carlton County,27017,35386,1463
Summit County,39153,541781,122399
East Feliciana Parish,22037,20267,562
De Witt County,17039,16561,906
Mason County,17125,14666,461
Fannin County,13111,23682,517
Zapata County,48505,14018,1075
Waseca County,27161,19136,1049
Tunica County,28143,10778,1456
Ouray County,08091,4436,102
Harris County,13145,32024,4102
Cibola County,35006,27213,1023
McDonald County,29119,23083,362
Hopewell city,51670,22591,4578
Flathead County,30029,90928,2729
Churchill County,32001,24877,1327
Greene County,13133,15994,1536
Bourbon County,20011,15173,1486
Lancaster County,51103,11391,959
Lincoln County,40081,34273,3776
Hanson County,46061,3331,832
Bolivar County,28011,34145,5831
Traill County,38097,8121,1731
Fall River County,46047,7094,89
Nicholas County,54067,26233,953
Coosa County,01037,11539,628
Vinton County,39163,13435,557
White County,47185,25841,537
Okfuskee County,40107,12191,878
Sumter County,45085,107456,21398
Ohio County,21183,23842,1359
Union County,21225,15007,1031
Burke County,38013,1968,136
Ouachita County,05103,26120,1879
Smith County,47159,19166,2006
Blaine County,16013,21376,332
Brooks County,48047,7223,675
Washington County,36115,63216,4080
Langlade County,55067,19977,205
Nevada County,05099,8997,2468
Barber County,20007,4861,101
Newaygo County,26123,48460,4216
Hamilton County,20075,2690,102
Allen County,18003,355329,50122
Buena Vista city,51530,6650,548
Charlottesville city,51540,43475,9201
Itawamba County,28057,23401,2135
Allegan County,26005,111408,8514
Webster County,29225,36202,518
Pottawatomie County,20149,21604,2681
Lipscomb County,48295,3302,86
Teton County,16081,10170,209
Kerr County,48265,49625,1851
Union County,47173,19109,778
Holmes County,28051,19198,1754
Fayette County,47047,38413,2048
Boone County,17007,54165,6010
Volusia County,12127,494593,69412
Warren County,37185,20972,1877
Mahaska County,19123,22381,3067
McHenry County,38049,5395,152
Trinity County,48455,14585,1038
McIntosh County,40091,20252,2194
De Baca County,35011,2022,22
Rockingham County,37157,93643,13772
Charlton County,13049,12171,750
Glasscock County,48173,1226,52
Pike County,17149,16430,686
Clay County,01027,13932,3126
Pacific County,53049,20920,403
Newton County,48351,14445,1389
Bienville Parish,22013,14353,1936
Jerome County,16053,22374,471
Mountrail County,38061,7673,2357
Wayne County,17191,16760,619
Gibson County,47053,49683,5250
Scott County,20171,4936,444
Turner County,13287,8930,987
Caldwell County,29025,9424,199
Franklin County,01059,31704,2548
Fallon County,30025,2890,45
Ogle County,17141,53497,3935
Lamoille County,50015,24475,1873
Washington County,28151,51137,3324
Dimmit County,48127,9996,3714
Terrell County,13273,9315,615
Duval County,48131,11782,2930
Sanilac County,26151,43114,2828
Aransas County,48007,23158,2748
Gladwin County,26051,25692,369
Todd County,46121,9612,1429
Red River County,48387,12860,1577
Martin County,48317,4799,331
Bedford city,51515,6222,450
Austin County,48015,28417,2902
Anne Arundel County,24003,537656,101639
Nash County,37127,95840,11356
Ferry County,53019,7551,43
Pike County,39131,28709,2579
Washington County,51191,54876,2646
Marion County,20115,12660,2409
Morrow County,41049,11173,1327
Montgomery County,18107,38124,1937
Tyler County,54095,9208,112
Cleburne County,01029,14972,1101
Steele County,27147,36576,2436
Elmore County,16039,27038,1588
Del Norte County,06015,28610,3293
Yadkin County,37197,38406,2306
Clay County,17025,13815,842
Lee County,21129,7887,97
Mecklenburg County,51117,32727,2146
Carroll County,05015,27446,708
Marshall County,20117,10117,651
Franklin County,13119,22084,1985
Sibley County,27143,15226,629
Arapahoe County,08005,572003,61799
Union County,17181,17808,1269
Russell County,20167,6970,572
Potter County,48375,121073,11584
Mills County,19129,15059,630
Guilford County,37081,488406,86394
Buchanan County,19019,20958,1083
Lycoming County,42081,116111,14481
Titus County,48449,32334,6293
Tompkins County,36109,101564,14728
Webster County,28155,10253,416
Halifax County,37083,54691,8384
Taliaferro County,13265,1717,115
Ben Hill County,13017,17634,1421
Gunnison County,08051,15324,1601
Kanabec County,27065,16239,536
Douglas County,17041,19980,1353
Larue County,21123,14193,1650
Jackson County,27063,10266,519
Bedford County,51019,68676,3196
Marion County,01093,30776,1847
Saline County,17165,24913,2113
Neosho County,20133,16512,2088
Lincoln County,20105,3241,128
Montgomery County,37123,27798,1343
Coos County,33007,33055,1438
Fayette County,17051,22140,1081
Middlesex County,09007,165676,19957
Yazoo County,28163,28065,2439
Lewis County,54041,16372,1426
Refugio County,48391,7383,4129
Koochiching County,27071,13311,1221
Lexington city,51678,7042,1073
Gage County,31067,22311,840
Cherokee County,45021,55342,12233
Camas County,16025,1117,8
Hart County,21099,18199,903
Washington County,29221,25195,1400
Atchison County,29005,5685,199
Knox County,47093,432226,80732
Chaffee County,08015,17809,234
Grayson County,21085,25746,1852
Crittenden County,05035,50902,9770
Unicoi County,47171,18313,469
Chemung County,36015,88830,14974
Lewis and Clark County,30049,63395,1459
Marshall County,21157,31448,2021
Edgecombe County,37065,56552,8600
Jack County,48237,9044,211
Hillsdale County,26059,46688,4003
Stephens County,13257,26175,2631
Christian County,29043,77422,5166
Hampshire County,54027,23964,1472
Schleicher County,48413,3461,175
Pinellas County,12103,916542,100673
Lincoln County,23015,34457,902
Clay County,37043,10587,327
Morrison County,27097,33198,1429
Macon County,13193,14740,423
Appomattox County,51011,14973,1547
Lee County,37105,57866,6001
Klickitat County,53039,20318,304
Love County,40085,9423,1104
Haskell County,20081,4256,553
Calhoun County,48057,21381,3807
Crawford County,29055,24696,587
Macon County,37113,33922,827
Pittsburg County,40121,45837,3010
Sullivan County,36105,77547,7156
Morgan County,17137,35547,4107
Rawlins County,20153,2519,46
Tate County,28137,28886,2556
Edmunds County,46045,4071,81
Crosby County,48107,6059,177
Summit County,49043,36324,2664
Armstrong County,48011,1901,68
San Jacinto County,48407,26384,2146
Isabella County,26073,70311,47111
Coffee County,01031,49948,3519
Allen County,20001,13371,3560
McDowell County,37111,44996,1563
Onondaga County,36067,467026,88842
Johnson County,17087,12582,385
Mason County,26105,28705,1458
Sussex County,51183,12087,1476
Grundy County,19075,12453,491
Tensas Parish,22107,5252,53
Sequatchie County,47153,14112,288
Howard County,18067,82752,9705
Otero County,35035,63797,1976
Anderson County,47001,75129,8803
Mason County,21161,17490,1776
Noxubee County,28103,11545,860
Gulf County,12045,15863,1340
Washington County,31177,20234,1410
Nowata County,40105,10536,1013
Darke County,39037,52959,2584
Elk County,42047,31946,1356
Athens County,39009,64757,43477
Wise County,51195,41452,2798
Forsyth County,13117,175511,16261
Salem County,34033,66083,17312
Lemhi County,16059,7936,1621
Magoffin County,21153,13333,1565
Beauregard Parish,22011,35654,3451
Morgan County,21175,13923,746
Atkinson County,13003,8375,726
Jerauld County,46073,2071,19
Bibb County,01007,22915,1934
Chenango County,36017,50477,1351
St. Francis County,05123,28258,5321
Stanton County,31167,6129,418
Perry County,39127,36058,3545
Anderson County,21005,21421,1007
Swain County,37173,13981,650
Pender County,37141,52217,4756
Sharkey County,28125,4916,111
Cannon County,47015,13801,9044
St. Louis County,27137,200226,30193
Jones County,48253,20202,933
Scott County,18143,24181,3088
Morton County,20129,3233,23
Jasper County,28061,17062,635
Benson County,38005,6660,1030
Fayette County,19065,20880,2332
Winnebago County,19189,10866,1101
Noble County,18113,47536,9269
